City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,franceville,-1.6333,13.5836,26.59,77,100,0.81,GA,1715111240
368,leshan,29.5623,103.7639,19.77,87,100,0.77,CN,1715111240
369,likiep,9.8251,169.3107,28.01,75,100,8.49,MH,1715111240
370,carutapera,-1.195,-46.02,26.62,92,44,2.79,BR,1715111240
371,meadow lake,34.8014,-106.5436,25.26,9,3,12.29,US,1715111241
372,hirara,24.8,125.2833,22.92,83,20,3.6,JP,1715111241
373,novodvinsk,64.4165,40.8122,-2.14,79,35,1.73,RU,1715111241
374,benguela,-12.5763,13.4055,25.09,85,97,1.08,AO,1715111241
375,ar rahad,12.7167,30.65,30.93,12,36,5.65,SD,1715111241
376,china,25.7,-99.2333,37.98,41,100,3.99,MX,1715110971
377,yulinshi,38.2906,109.7494,17.5,22,9,1.8,CN,1715111090
378,balqash,46.8481,74.995,18.76,42,55,1.98,KZ,1715111242
379,remire-montjoly,4.9167,-52.2667,29.02,79,75,5.66,GF,1715111242
380,harrismith,-28.2728,29.1295,12.35,30,0,1.77,ZA,1715111242
381,hotan,37.0997,79.9269,21.02,24,0,1.63,CN,1715111242
382,oroqen zizhiqi,50.5667,123.7167,10.75,45,100,1.63,CN,1715111242
383,east london,-33.0153,27.9116,23.3,58,0,5.24,ZA,1715111242
384,bandrele,-12.9067,45.1914,27.86,74,0,3.09,YT,1715111242
385,kapuskasing,49.4169,-82.4331,17.25,34,100,3.09,CA,1715111243
386,ta`u,-14.2336,-169.5144,28.96,80,85,4.94,AS,1715111243
387,tiassale,5.8983,-4.8283,26.53,87,98,1.97,CI,1715111243
388,micheweni,-4.9667,39.8333,26.69,82,100,6.35,TZ,1715111243
389,mount pearl,47.5166,-52.7813,8.86,93,100,1.57,CA,1715111243
390,thomson,33.4707,-82.5046,31.57,51,40,5.14,US,1715111243
391,tarrafal de sao nicolau,16.5667,-24.3667,23.24,73,8,3.73,CV,1715111244
392,mogadishu,2.0371,45.3438,27.59,86,96,5.73,SO,1715111244
393,guadalupe y calvo,26.1,-106.9667,23.22,7,99,5.17,MX,1715111244
394,tarauaca,-8.1614,-70.7656,31.14,60,100,1.61,BR,1715111244
395,alupka,44.4167,34.05,13.03,54,0,2.87,UA,1715111244
396,san mariano,7.5,126.0,21.61,76,98,1.56,PH,1715111244
397,cannonvale,-20.2833,148.7,22.66,82,41,7.89,AU,1715111244
398,nova sintra,14.8667,-24.7167,24.05,72,5,6.54,CV,1715111245
399,qujing,25.4833,103.7833,15.89,78,100,1.86,CN,1715111245
400,bryne,58.7354,5.6477,11.8,88,75,2.06,NO,1715111245
401,el nido,11.1858,119.3956,27.61,77,58,0.76,PH,1715111245
402,lata,40.1629,-8.3327,13.96,78,100,1.18,PT,1715111245
403,ad darb,17.7229,42.2526,30.08,64,0,2.26,SA,1715111245
404,mgandu,-5.95,34.1333,17.42,87,98,3.28,TZ,1715111245
405,okha,53.5739,142.9478,-0.42,81,95,4.02,RU,1715111246
406,luba,3.4568,8.5547,27.94,82,93,1.77,GQ,1715111246
407,hengshui,37.7322,115.7011,15.71,30,0,2.76,CN,1715111246
408,praia da vitoria,38.7333,-27.0667,20.14,83,75,7.96,PT,1715111246
409,gisborne,-38.6533,178.0042,11.83,71,100,3.54,NZ,1715111246
410,tolanaro,-25.0319,46.9987,23.04,88,40,4.12,MG,1715111246
411,kourou,5.1552,-52.6478,29.03,77,100,4.09,GF,1715111246
412,gorodoviki,46.1353,41.9656,12.26,77,5,3.63,RU,1715111247
413,sur,22.5667,59.5289,33.93,48,10,3.36,OM,1715111247
414,daru,-9.0763,143.2092,26.2,89,97,7.09,PG,1715111247
415,monduli,-3.3,36.45,17.09,92,100,3.29,TZ,1715111248
416,edd,13.9297,41.6925,29.52,71,6,3.06,ER,1715111248
417,iquitos,-3.7481,-73.2472,33.02,70,40,2.06,PE,1715111248
418,ishigaki,24.3448,124.1572,23.07,83,9,3.6,JP,1715111248
419,miquelon,47.0975,-56.3814,9.0,92,100,5.37,PM,1715111248
420,moultonborough,43.7548,-71.3967,23.77,30,85,1.34,US,1715111249
421,farafangana,-22.8167,47.8333,22.77,84,49,5.04,MG,1715111249
422,chajari,-30.7505,-57.9796,25.53,86,100,2.21,AR,1715111249
423,la romana,18.4273,-68.9728,30.2,79,40,5.14,DO,1715111249
424,vrangel',42.7297,133.0839,5.04,81,100,2.63,RU,1715111249
425,dili,-8.5586,125.5736,26.66,80,8,1.5,TL,1715111249
426,camana,-16.6228,-72.7111,20.6,81,52,4.82,PE,1715111250
427,patterson,37.4716,-121.1297,20.54,52,7,6.07,US,1715111250
428,mermoz boabab,14.7065,-17.4758,26.31,83,0,3.09,SN,1715111250
429,tacna,-18.0056,-70.2483,19.11,68,75,6.69,PE,1715111250
430,dunedin,-45.8742,170.5036,10.45,67,31,0.45,NZ,1715111250
431,yuzhno-kurilsk,44.0306,145.8556,2.99,95,100,7.72,RU,1715111250
432,seryshevo,51.0933,128.3786,12.07,38,91,3.96,RU,1715111251
433,olyokminsk,60.3736,120.4264,1.76,87,79,2.37,RU,1715111251
434,okhotsk,59.3833,143.3,0.18,88,44,3.93,RU,1715111251
435,guerrero negro,27.9769,-114.0611,20.06,53,0,8.19,MX,1715111251
436,yanam,16.7333,82.2167,26.88,87,100,1.69,IN,1715111251
437,happy valley-goose bay,53.3168,-60.3315,6.55,67,98,4.61,CA,1715111251
438,porto barra do ivinheima,-22.9667,-53.6667,34.42,27,3,3.36,BR,1715111251
439,forster,-32.1667,152.5167,14.1,100,93,2.13,AU,1715111252
440,menongue,-14.6585,17.691,19.04,65,20,2.86,AO,1715111252
441,cockburn town,21.4612,-71.1419,24.43,83,100,7.89,TC,1715111252
442,fort mcmurray,56.7268,-111.381,9.26,94,100,2.8,CA,1715111119
443,panaba,21.2833,-88.2667,41.02,22,41,5.04,MX,1715111252
444,kavaratti,10.5669,72.642,30.36,68,80,5.33,IN,1715111252
445,saint-denis,48.9167,2.3333,16.27,78,40,4.12,FR,1715111253
446,champerico,14.3,-91.9167,36.3,65,68,5.67,GT,1715111253
447,huatusco,19.15,-96.95,36.28,20,100,3.86,MX,1715111253
448,edinburgh,55.9521,-3.1965,12.8,87,40,2.57,GB,1715110862
449,masuguru,-11.3667,38.4167,22.21,89,34,1.62,TZ,1715111253
450,pont-sainte-marie,48.3185,4.0945,16.03,77,0,3.09,FR,1715111253
451,douentza,14.9951,-2.9517,35.03,29,70,1.83,ML,1715111253
452,tumaco,1.7986,-78.8156,27.21,88,100,6.55,CO,1715111253
453,clinton,42.587,-82.9199,21.62,60,75,5.66,US,1715111254
454,cimitarra,6.3142,-73.9497,34.58,50,44,0.95,CO,1715111254
455,tarawa,1.419,172.984,28.57,81,99,6.51,KI,1715111254
456,at taj,24.2049,23.2857,24.37,17,3,3.44,LY,1715111254
457,horta,38.5333,-28.6333,18.8,93,40,7.6,PT,1715111254
458,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,100,20,0.51,ID,1715111254
459,sao jose da coroa grande,-8.8978,-35.1478,27.35,79,87,3.15,BR,1715111255
460,mitu,1.1983,-70.1733,27.95,92,84,1.24,CO,1715111255
461,bukhara,39.7747,64.4286,24.97,41,0,3.09,UZ,1715111255
462,kattivakkam,13.2167,80.3167,31.17,86,72,3.53,IN,1715111255
463,kaga bandoro,6.9896,19.1874,27.65,55,88,2.04,CF,1715111255
464,san fernando,15.0286,120.6898,27.85,70,91,0.89,PH,1715111255
465,namdrik,5.5994,168.1028,27.37,86,100,9.11,MH,1715111255
466,vyazemskiy,47.5378,134.7525,2.85,57,10,1.23,RU,1715111256
467,port isabel,26.0734,-97.2086,34.46,74,40,8.23,US,1715111256
468,camden,39.7835,-74.9663,28.77,51,100,0.45,US,1715111256
469,nacozari de garcia,30.3742,-109.6908,27.61,11,0,7.87,MX,1715111256
470,xianning,29.8833,114.2167,19.94,80,91,1.39,CN,1715111256
471,porto recanati,43.4365,13.6613,16.51,91,23,4.24,IT,1715111256
472,puerto quijarro,-17.7833,-57.7667,36.05,26,4,3.48,BO,1715111256
473,igarka,67.4667,86.5833,-11.66,97,67,2.24,RU,1715111257
474,belyy yar,53.6039,91.3903,6.94,61,0,3.0,RU,1715111257
475,port blair,11.6667,92.75,26.02,94,40,1.03,IN,1715111257
476,machina,13.1364,10.0492,34.03,11,64,3.64,NG,1715111257
477,al hamul,31.3115,31.1477,16.45,67,0,2.93,EG,1715111257
478,acapulco de juarez,16.8634,-99.8901,28.9,65,0,7.2,MX,1715111199
479,san ignacio,17.1561,-89.0714,39.08,39,0,3.09,BZ,1715111257
480,merizo village,13.2658,144.6691,27.31,87,100,5.17,GU,1715111258
481,ilhabela,-23.7781,-45.3581,25.45,72,4,1.83,BR,1715111258
482,lakatoro,-16.0999,167.4164,23.69,76,98,2.49,VU,1715111258
483,elko,41.0002,-115.5012,6.2,43,100,9.39,US,1715111258
484,greymouth,-42.4667,171.2,3.83,77,21,3.05,NZ,1715111258
485,touros,-5.1989,-35.4608,27.01,77,93,4.14,BR,1715111258
486,laguna larga,-31.7765,-63.801,23.27,53,0,3.73,AR,1715111258
487,bel ombre,-4.6167,55.4167,25.91,94,75,2.06,SC,1715111259
488,westport,41.1415,-73.3579,27.87,40,0,3.6,US,1715111071
489,chunskiy,56.0815,99.6342,4.26,60,7,1.59,RU,1715111259
490,hilvan,37.5869,38.9551,13.49,71,40,5.66,TR,1715111259
491,cizre,37.3272,42.1903,12.56,93,75,2.06,TR,1715111259
492,akjoujt,19.6969,-14.4164,35.11,9,0,4.63,MR,1715111259
493,rio preto da eva,-2.6994,-59.6997,28.78,75,100,1.77,BR,1715111259
494,laojunmiao,39.8333,97.7333,13.39,25,56,0.71,CN,1715111260
495,belmonte,-15.8631,-38.8828,25.71,83,23,2.65,BR,1715111260
496,nikolayevsk-on-amure,53.1406,140.73,0.12,72,11,2.24,RU,1715111260
497,harper,4.375,-7.7169,27.98,80,58,3.84,LR,1715111260
498,sinop,41.7711,34.8709,10.17,71,0,2.75,TR,1715111260
499,ola,59.5833,151.2833,0.08,97,98,2.53,RU,1715111260
500,ciudad insurgentes,25.2625,-111.7753,26.73,25,80,7.48,MX,1715111261
501,enriquillo,17.9,-71.2333,31.82,66,63,3.02,DO,1715111261
502,pacasmayo,-7.4006,-79.5714,21.84,75,46,8.37,PE,1715111261
503,yaren,-0.5472,166.916,28.72,74,100,3.74,NR,1715111261
504,presidente olegario,-18.4178,-46.4181,24.24,55,72,1.65,BR,1715111261
505,khon kaen,16.5,102.0833,25.41,76,100,1.21,TH,1715111261
506,cestos city,5.46,-9.5828,28.13,82,90,3.63,LR,1715111261
507,new norfolk,-42.7826,147.0587,11.62,87,100,0.48,AU,1715111262
508,abomsa,9.9833,39.9833,23.53,60,30,3.08,ET,1715111262
509,kaduna,10.5222,7.4383,26.79,58,100,1.6,NG,1715111262
510,coyhaique,-45.5752,-72.0662,2.97,75,75,0.0,CL,1715111262
511,timbuktu,16.7735,-3.0074,33.14,36,11,3.95,ML,1715111262
512,la'ie,21.6477,-157.9253,27.98,70,16,1.79,US,1715111262
513,dazhou,31.2159,107.5009,20.0,86,100,2.02,CN,1715111263
514,barra de santo antonio,-9.4047,-35.5072,25.6,82,99,4.34,BR,1715111263
515,sen monorom,12.45,107.2,20.27,94,52,0.42,KH,1715111263
516,neya,58.2972,43.8681,1.8,74,100,4.84,RU,1715111263
517,maitum,6.0392,124.4986,26.19,83,72,1.14,PH,1715111263
518,palmer,42.1584,-72.3287,27.18,28,20,1.54,US,1715111263
519,colotlan,22.1,-103.2667,33.08,9,100,3.98,MX,1715111082
520,mahina,-17.5065,-149.489,28.87,74,40,2.06,PF,1715110982
521,island harbour,50.724,-1.2758,17.02,77,24,0.97,GB,1715111264
522,sola,-13.8833,167.55,26.78,68,99,8.25,VU,1715111264
523,katsuura,35.1333,140.3,19.31,87,100,6.12,JP,1715111264
524,alice springs,-23.7,133.8833,12.75,76,100,2.06,AU,1715111264
525,wangkui,46.8333,126.5,11.77,27,69,2.93,CN,1715111264
526,alo,7.4178,6.7371,28.7,72,99,0.77,NG,1715111264
527,buena vista,43.4203,-83.8986,21.1,62,100,6.17,US,1715111217
528,longgang,37.6508,120.3286,12.42,76,3,0.58,CN,1715111265
529,thunder bay,48.4001,-89.3168,11.45,60,100,5.84,CA,1715111265
530,el sauzal de rodriguez,31.9,-116.6833,19.12,62,3,3.38,MX,1715111265
531,llaillay,-32.85,-70.9667,9.58,99,100,1.9,CL,1715111265
532,dzuunharaa,48.8523,106.4579,7.41,73,100,6.28,MN,1715111265
533,christchurch,-43.5333,172.6333,-2.89,100,4,1.03,NZ,1715110519
534,atbasar,51.8,68.3333,8.98,63,0,2.8,KZ,1715111265
535,puerto armuelles,8.2833,-82.8667,30.99,69,52,1.79,PA,1715111107
536,tommot,58.9564,126.2925,2.38,100,100,0.84,RU,1715111266
537,laibin,23.7,109.2667,23.79,88,100,2.36,CN,1715111266
538,illizi,26.4833,8.4667,35.89,12,11,2.97,DZ,1715111266
539,songea,-10.6833,35.65,18.64,82,20,1.54,TZ,1715111266
540,tres palos,18.1833,-101.6167,37.08,12,100,3.46,MX,1715111266
541,inirida,3.8653,-67.9239,32.64,59,53,0.54,CO,1715111266
542,mhamid,29.82,-5.72,30.7,8,100,2.9,MA,1715111267
543,freetown,8.484,-13.2299,28.84,74,40,6.17,SL,1715111267
544,san julian,21.0167,-102.1667,32.0,9,100,4.34,MX,1715111267
545,pasuquin,18.3328,120.6177,26.97,83,20,1.54,PH,1715111267
546,babolsar,36.7025,52.6576,15.18,81,0,1.77,IR,1715111267
547,queenstown,-31.8976,26.8753,16.23,34,0,2.69,ZA,1715111267
548,gamba,-2.65,10.0,26.61,90,99,2.18,GA,1715111267
549,hinatuan,8.3722,126.3342,24.08,93,100,1.6,PH,1715111268
550,domerat,46.3606,2.5343,11.26,94,35,2.16,FR,1715111268
551,malanje,-9.5402,16.341,19.73,63,16,0.48,AO,1715111268
552,dekalb,33.7504,-84.2333,29.1,61,75,3.6,US,1715111268
553,al kharijah,25.4514,30.5464,23.15,22,0,4.57,EG,1715111268
554,banda aceh,5.5577,95.3222,27.49,82,100,3.4,ID,1715111268
555,shanwei,22.782,115.3475,24.56,81,100,1.17,CN,1715111268
556,belinskiy,52.9647,43.4165,10.56,95,97,4.99,RU,1715111269
557,akureyri,65.6835,-18.0878,6.96,70,75,9.26,IS,1715111269
558,yemetsk,63.4721,41.7941,-4.49,73,36,2.14,RU,1715111269
559,brookings,44.3114,-96.7984,16.19,61,100,9.26,US,1715111269
560,kayangel,8.0823,134.7173,28.02,76,74,4.4,PW,1715111269
561,port saint john's,-31.6229,29.5448,24.1,49,0,2.94,ZA,1715111269
562,sao gabriel da cachoeira,-0.1303,-67.0892,31.89,66,20,2.06,BR,1715111270
563,zanjan,36.6736,48.4787,9.56,66,5,4.1,IR,1715111270
564,bijie,27.3125,105.2942,14.61,97,100,1.48,CN,1715111270
565,gore,-46.1028,168.9436,2.96,92,62,1.5,NZ,1715111270
566,ponta delgada,37.7333,-25.6667,19.4,88,20,3.09,PT,1715111242
567,kone,-21.0595,164.8658,18.74,87,11,1.0,NC,1715111270
568,maua,-23.6678,-46.4614,31.31,39,2,2.5,BR,1715111270
569,tamandare,-8.7597,-35.1047,27.27,78,96,2.52,BR,1715111271
570,keelung,25.1283,121.7419,25.61,81,42,4.57,TW,1715111271
571,tonj,7.2737,28.6822,31.34,37,11,1.81,SS,1715111271
572,wicklow,53.0,-6.4167,11.24,86,87,0.99,IE,1715111271
573,lautoka,-17.6167,177.4667,23.92,83,20,1.03,FJ,1715111271
574,sainte-anne-des-monts,49.124,-66.4924,5.81,92,100,4.0,CA,1715111271
575,i-n-salah,27.1935,2.4607,34.04,7,5,4.24,DZ,1715111271
576,mukalla,14.5425,49.1242,29.18,75,0,3.08,YE,1715111272
577,aykhal,66.0,111.5,-4.73,94,97,9.01,RU,1715111272
578,margate,51.3813,1.3862,13.5,90,27,1.79,GB,1715111272
579,durango,24.8333,-104.8333,30.84,8,100,7.58,MX,1715111073
580,jayapura,-2.5333,140.7,25.66,95,100,1.42,ID,1715111272
581,mpophomeni,-29.5682,30.1862,15.4,40,0,2.31,ZA,1715111272
582,saint-gely-du-fesc,43.6927,3.8049,16.25,58,0,3.6,FR,1715111272
583,neryungri,56.6709,124.6491,3.44,100,100,2.24,RU,1715111273
